11201211000220121221	11010102010210210221
00222222121212001022	00111211002011002011
00111020020100121202	00112012201210100120
00002012201002000221	00220200102011111011
11011020210010122000	00110121111011001221
11200102011122002120	00002211222210020011
00001211112220202101	00220211111011111022
00112121001002112221	00112001222210100112
11122200020122001000	00002222201210020022
11012121221212220120	00110110102011001210
00221121110010010000	00111222011011002022
00001200020122221202	22022102121101000112
11010211000212002112	11202222012120210221
11121110101021020101	11201110210221112112
00110200100201021210	22021012122221222221
00221102201002222000	22020211000120211011
11200110210021100210	11200020212120101221
11011012011111101000	11202211110221220011
00220001220100200210	22020211222221221120
00111001111100120101	22021001220022202011
11120012120111211112	11201121112120102022
11201211221220122000	11200020020022121112
00000102010002112210	11011211222202012120
00111001111111100202	11010110100101001210
11120012120122221210	00221001001221221120
11011012011122111101	00221012202022202011
00220001220111210011	00222121112101000120
00001200021201211101	11011211000101002011
11010211000220012210	00221020211022202022
11121110102100010000	00220222012120211011
00110200100212001011	11010121002000021120
00221102201010202101	00222110210202010210
11200110211100120112	00220200101221220022
00222222121220011112	22100012201210101210
00111020020111100221	22101121110210102022
00002012201010010011	22102211001210210210
11011020210021101022	22100001000112120022
11200102012201022011	22021020101210022210
00001211220100201022	22102222010210210221
00112121001010122011	22101110101210102011
11122200021201020120	22022102120011002022
11012121221220200210	22022121001210100112
00221121110010202120	22100020210210101221
00000102201002112221	11202200212112010210
00222211220122001000	11122121221101220022
11120020021220201022	11121020022202122210
00002012010010010000	11201121001202202022
00220012121212220120	11200012122202201210
11122222121201022000	11121001111000101221
11010211221220012221	11122110212101220011
00112110100212112202	11200020101202201221
00110211001010011120	11201110022202202011
11012121000220200202	11122102011000102022
11200121112201100221	11120222122202121112
00000121110002220120	00110110212120101221
00111020211111101011	00002211110221110210
11121102200220202120	00000001002022010221
11012102121220122011	00000020020022011011
00221102010010201022	00001121112120022221
00001222121201212210	00110110020022121112
11011001110021100221	00000020212120021120
11122200212201021202	22212020100120020011
00110222200212002120	00002222012120100120
00222200021220010011	00001110210221002011
11201211001002111112	22212001112112202022
00222211110002112210	11012012201202120011
00111001221220201022	11120222120000101221
00002001112220121210	11121012011000102011
