00221110100220010011	22102200021120210210
11200121110002111120	22022121000120100120
11010200020122110000	11010102120011001210
00111020102111102112	11011200212112012120
00002020100212002101	11011222200112120011
11012102012220200210	00222110102011000120
11200102201002111101	00221012010202202011
00001222012212000210	11012001112112120022
00112121220111211101	11011200020011002011
11122200210002002112	00221012202000212120
11120001110021212202	00222102200112010210
00221121222021021210	11010110022210021120
00000110100201211112	00111222121101220011
00222222012220012221	00002211110202120022
11120020211100010011	00001102201202012112
00002012122010011120	00111200210202122221
00220020020111212210	00110102011000101210
11200102010002110022	00000020020000021120
11010222120122111112	00002200101202120011
00112110212212220120	00110110020000101221
00110211220111100210	00110121221101112112
11012121112220201022	00001110210202012120
11201200021201102112	00000012011000021112
00000121222002222000	22020200101221001221
00112102120111102120	11201121222221000112
11121110100201021202	11122110211011220022
11012110020122220120	11200001112112201210
00221102122021020101	11201110021112202022
00002001000212000221	11202222122221001210
11011001222021102101	11200012121112201221
11122211111100012221	11122102202011220011
00111001002111101000	11202200211022010221
00222200210021021221	11201102012112202011
11201211220100200202	11121020021112122221
00222211002122222022	22100001002022121112
00111001221220012202	22101102201221112120
00002001112212221221	22101121112120210210
11011012122002110000	22022110101221110221
11122222010010010022	22021001222221002011
00001200101010200202	22102200101221220022
00112102202122110022	22100020212120102011
11121110212201212202	22021012201221002022
11012110210002111120	22022102122221110210
00221110021220201000	22100012011022121120
00000110212212112210	11010121111011002011
00222222202100010022	00221012120000212120
11121102120100201011	00220200211000211011
00002020021212222022	11010102200112011022
00220020102122220112	00222102011011000112
11200102122010011120	00112020020000210221
11011001000201022011	00221001111000212112
00112121111122111120	00222110020011000120
00110222012220011112	00222121221112011011
11120001002100122022	00220211220000211022
11201200210010120112	00112012011000210210
00000110021212112202	00110102121101111022
00111012122021022022	00001121222202120011
11120020102100200221	22212012201202010221
11011020100201100221	00000001112101001210
00220012201021210000	00001110021101002022
00001211002111210022	00002222122202121112
11010222012201022000	00000012121101001221
11121121220100202112	22212001222202010210
00110211111122001000	00002200211000100120
00221110212220201022	00001102012101002011
11200121222010012221	22211222010221222221
11010200210002001000	11122102120011220011
00112102011122110011	11200001222210211022
00002020212220010000	11200020210210212112
11012102202100121210	11121012122210102022
11200110100212002101	11120211000112121112
00001222201010201011	11201102122210212120
00220001002122112202	11200001000112201210
11122211002111020112	11120211222210101221
11120012010002220101	11121001220011112112
00222200101021212210	11122110022210210221
00000102201002000202	22212020101202011011
00222211220111101011	22210110022221221120
11120020021220012202	22102200210221220011
00002012010002110011	22212001220000020022
00220012121212001000	22211200020022202011
11122222120122112210	22101110212120102022
11010211221212220101	22210102120022201210
00112110100201212210	22211200212120212120
00110211001002112202	22211222201202010210
11012121000220010011	22102211112120210221
11200121111122221202	22101110020022122210
00000121110002001000	11121001111011112120
